Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,@ NOP,7,119.75,11500,37.6,95.7,62.0,7.5,1.67,59.98,13.61,16.62,13.7,40.1,24.7,37.2,36.25,62.48,62.48,100,,73,5.4,Y,29,41.75,3.6
Giannis Antetokounmpo,SF/PF,MIL,vs CLE,29,119.00,11200,42.5,87,57.6,6.0,1.76,63.24,11.98,12.69,11.15,32.1,17.3,32.8,33.50,61.58,61.58,100,,78,5.5,Y,32,56.50,5
LeBron James,SF/PF,LAL,vs SAC,24,115.25,10100,24.9,67.8,54.3,8.0,1.55,55.64,10.82,12.25,8.34,31.7,19.8,35.1,27.75,43.30,43.30,100,,77,4.3,Y,35,69.25,6.9
Nikola Jokic,C,DEN,@ IND,25,105.75,9900,32.1,80.2,49.1,7.5,1.57,56.56,13.19,13.75,12.55,27.3,14.9,31.3,34.25,52.71,52.71,100,,72,5.3,Y,30,56.25,5.7
Kawhi Leonard,SF/PF,TOR,vs CHA,18,116.25,9200,32.7,67.2,45.9,3.3,1.34,48.32,7.60,9.85,7.13,30.4,19.0,34.2,33.75,47.51,47.51,100,,79,5.2,Y,34,47.75,5.2
Stephen Curry,PG/SG,GSW,vs DET,18,114.25,9000,22.2,61.5,46.7,5.3,1.37,49.21,11.45,11.24,9.14,30.4,19.9,34.2,28.75,39.06,39.06,100,,76,4.3,Y,35,44.25,4.9
Kevin Durant,SF/PF,GSW,vs DET,7,114.25,8900,22,63.5,47.3,5.6,1.35,48.52,10.27,11.87,8.2,29.6,18.6,35.1,28.75,39.76,39.76,100,,75,4.5,Y,35,39.75,4.5
Kyrie Irving,PG,BOS,vs SAS,21,110.50,8800,28.6,75.3,45.6,7.0,1.38,49.70,10.38,13.33,10.09,28.7,18.4,33.0,35.00,48.64,48.64,100,,71,5.5,Y,34,39.00,4.4
Andre Drummond,C,DET,@ GSW,10,104.25,8700,26.2,71.8,45.4,1.2,1.37,49.23,10.66,13.04,9.7,22.8,13.5,33.2,32.75,45.72,45.72,100,,71,5.3,Y,34,32.75,3.8
Kemba Walker,PG,CHA,@ TOR,23,105.25,8400,25.2,71.3,42.8,5.8,1.23,44.40,11.28,13.16,11.59,30.7,20.2,34.7,37.00,44.95,44.95,100,,69,5.4,Y,35,54.50,6.5
