Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
James Harden,PG/SG,HOU,@ LAC,16,115.50,11400,33.3,91.1,61.8,7.5,1.67,60.24,13.62,16.51,12.96,40.2,24.6,36.9,34.25,58.11,58.11,100,,73,5.1,Y,30,48.75,4.3
Joel Embiid,C,PHI,@ ATL,2,121.50,10600,0,24,54.9,3.4,1.63,58.83,12.04,12.01,0,33.0,18.5,33.6,0.00,0.00,0.00,100,,78,0,,,,
Karl-Anthony Towns,C,MIN,@ DAL,9,112.50,10400,28.7,81.6,50.1,3.3,1.53,55.11,13.76,15.12,12.52,28.9,17.1,32.7,32.75,51.33,51.33,100,,70,4.9,Y,37,55.75,5.4
Devin Booker,PG/SG,PHX,vs UTA,11,104.25,10300,22.9,69.3,43.9,6.9,1.24,44.54,9.86,13.25,10,32.7,19.9,35.4,36.50,42.76,42.76,100,,70,4.2,Y,8,9.50,0.9
Damian Lillard,PG,POR,vs MEM,11,113.25,9800,30.6,68.4,45.5,6.8,1.29,46.41,9.96,10.79,9.96,29.2,19.3,35.3,36.00,46.78,46.78,100,,76,4.8,Y,29,46.75,4.8
Andre Drummond,C,DET,vs IND,29,103.25,9700,32.6,78.3,45.9,1.4,1.37,49.53,10.66,13.05,11.18,22.8,13.4,33.4,37.75,52.22,52.22,100,,72,5.4,Y,43,67.75,7
Nikola Vucevic,C,ORL,vs NYK,12,112.75,9600,33.8,73.1,46.0,3.8,1.48,53.23,11.20,11.24,10.42,27.7,16.7,31.1,33.50,50.62,50.62,100,,76,5.3,Y,33,52.25,5.4
Ben Simmons,PG/SF,PHI,@ ATL,11,121.50,9500,28.3,68,43.6,7.8,1.27,45.94,10.93,11.32,10.1,22.0,12.1,34.2,33.25,45.31,45.31,100,,74,4.8,Y,33,55.75,5.9
Nikola Jokic,C,DEN,vs SAS,22,108.50,9400,31,78.1,48.8,7.3,1.56,56.41,12.94,13.47,11.95,27.3,15.0,31.2,33.25,51.20,51.20,100,,72,5.4,Y,29,46.25,4.9
Kawhi Leonard,SF/PF,TOR,@ BKN,10,115.00,9300,29.5,63.7,45.6,3.3,1.35,48.48,7.66,9.77,6.6,30.2,18.7,33.9,31.00,44.20,44.20,100,,79,4.8,Y,34,41.25,4.4
