Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
LeBron James,SF/PF,LAL,vs DEN,14,117.00,10700,38.1,68.1,53.0,8.8,1.44,51.92,9.13,8.56,9.57,27.5,19.8,36.8,37.72,50.96,50.96,100,,84,4.8,Y,35,68.25,6.4
Russell Westbrook,PG,OKC,vs BOS,10,108.25,10500,55.9,55.9,58.5,8.0,1.67,60.17,0.00,0.00,0,33.3,23.0,35.0,36.70,55.86,55.86,100,,0,5.3,Y,32,42.75,4.1
Nikola Jokic,C,DEN,@ LAL,15,118.00,9800,26,83.6,53.0,7.0,1.77,63.60,18.49,16.44,17.72,24.7,12.3,30.0,34.50,50.68,50.68,100,,69,5.2,Y,33,45.25,4.6
Blake Griffin,PF/C,DET,vs CLE,13,112.75,9600,23.3,76.3,62.8,5.7,1.67,60.05,8.41,15.13,7.86,30.7,25.0,37.7,33.64,45.99,45.99,100,,76,4.8,Y,36,47.50,4.9
Andre Drummond,C,DET,vs CLE,21,112.75,9000,26.4,62.5,43.1,1.3,1.40,50.58,7.50,10.31,7.21,28.6,18.0,30.7,34.61,41.84,41.84,100,,76,4.6,Y,37,54.50,6.1
Damian Lillard,PG,POR,@ ORL,26,109.25,8700,43.6,53.3,47.7,7.0,1.35,48.57,4.76,2.78,4.68,28.3,19.0,35.3,35.41,47.73,47.73,100,,94,5.5,Y,36,62.75,7.2
Kevin Love,PF/C,CLE,@ DET,6,103.75,8500,0,22.6,42.9,3.5,1.26,45.40,8.05,11.30,0,26.3,16.3,34.0,0.00,0.00,0.00,100,,74,0,,,,
Paul George,SF/PF,OKC,vs BOS,15,108.25,8200,32.3,40.2,43.2,3.7,1.20,43.17,4.57,2.25,4.62,31.3,22.7,36.0,36.38,35.69,35.69,100,,95,4.4,Y,36,35.00,4.3
Nikola Vucevic,C,ORL,vs POR,8,105.25,7800,13.1,70.2,45.6,5.3,1.50,54.22,11.22,16.30,9.39,24.2,14.0,30.3,30.14,37.55,37.55,100,,64,4.8,Y,31,49.25,6.3
Kyle Kuzma,SF/PF,LAL,vs DEN,14,117.00,7400,13,56.8,30.9,1.8,0.97,34.80,4.95,12.50,5.09,23.0,17.0,32.0,37.03,31.77,31.77,100,,60,4.3,Y,34,32.25,4.4
Kyrie Irving,PG,BOS,@ OKC,6,109.25,7300,23.4,54.1,32.7,5.8,1.00,35.93,7.63,8.77,6.78,27.0,17.3,32.8,32.00,36.51,36.51,100,,73,5,Y,34,28.25,3.9
Aaron Gordon,SF/PF,ORL,vs POR,4,105.25,7100,13.7,57.6,36.4,2.5,1.09,39.16,12.69,12.54,12,22.3,12.5,33.5,34.04,32.47,32.47,100,,66,4.6,Y,28,27.00,3.8
Steven Adams,C,OKC,vs BOS,6,108.25,6800,26.3,34.3,40.6,1.3,1.18,42.55,3.10,2.29,2.88,16.1,10.0,34.3,33.44,29.73,29.73,100,,94,4.4,Y,33,24.00,3.5
Jusuf Nurkic,C,POR,@ ORL,17,109.25,6700,20.8,58.7,36.8,1.3,1.53,55.13,8.53,10.82,6.21,28.7,14.0,24.0,26.20,37.07,37.07,100,,71,5.5,Y,30,40.00,6
Jayson Tatum,SF/PF,BOS,@ OKC,17,109.25,6600,23.2,50.5,36.3,2.3,1.07,38.67,9.98,7.80,9.33,24.1,15.0,33.8,33.65,34.93,34.93,100,,79,5.3,Y,34,34.50,5.2
Gary Harris,SG,DEN,@ LAL,25,118.00,6500,24.2,41.9,33.8,3.0,1.04,37.38,5.94,5.04,5.68,23.4,15.8,32.5,34.40,31.79,31.79,100,,85,4.9,Y,36,24.25,3.7
Lonzo Ball,PG,LAL,vs DEN,21,117.00,6400,19.3,45,27.9,4.3,1.05,37.95,5.14,7.35,4.71,15.7,8.8,26.5,33.02,30.31,30.31,100,,74,4.7,Y,33,41.00,6.4
Rajon Rondo,PG,LAL,vs DEN,21,117.00,6300,0,4.8,39.4,10.5,1.27,45.73,4.24,2.38,0,16.8,10.5,31.0,0.00,0.00,0.00,100,,0,0,,,,
Dennis Schroder,PG/SG,OKC,vs BOS,10,108.25,6300,18.2,56.2,33.7,7.3,1.05,37.87,10.26,10.85,9.29,25.9,16.7,32.0,32.60,34.46,34.46,100,,68,5.5,,24,24.25,3.8
Josh Hart,SG,LAL,vs DEN,23,117.00,6200,17.5,41,32.4,1.5,1.06,38.29,6.74,6.71,6.45,18.3,11.8,30.5,34.43,27.54,27.54,100,,79,4.4,Y,32,23.25,3.8
C.J. McCollum,PG/SG,POR,@ ORL,10,109.25,6100,27.4,34.8,28.4,2.3,0.86,31.00,5.35,2.12,5.17,26.4,19.0,33.0,34.79,30.55,30.55,100,,93,5,Y,29,30.00,4.9
Al Horford,PF/C,BOS,@ OKC,27,109.25,6000,14.5,42.9,32.3,4.5,1.08,39.03,8.17,8.13,6.86,18.0,9.8,29.8,30.21,26.65,26.65,100,,75,4.4,Y,31,38.25,6.4
