Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Giannis Antetokounmpo,SF/PF,MIL,vs LAC,11,121.00,11200,42.6,86.6,57.4,6.0,1.75,63.04,11.92,12.59,11.01,32.1,17.3,32.8,33.25,61.44,61.44,100,,78,5.5,Y,32,57.25,5.1
James Harden,PG/SG,HOU,vs DEN,2,111.50,11100,33.9,92.1,61.6,7.4,1.66,59.71,13.53,16.62,13.53,40.0,24.6,37.1,36.00,58.87,58.87,100,,73,5.3,Y,32,59.00,5.3
Joel Embiid,C,PHI,vs BKN,21,119.75,10400,40.8,82.3,54.6,3.4,1.62,58.34,11.21,11.85,10.82,32.9,18.5,33.7,34.75,58.58,58.58,100,,78,5.6,Y,28,74.25,7.1
Nikola Jokic,C,DEN,@ HOU,10,105.50,9700,31.6,79.1,49.1,7.4,1.57,56.59,13.10,13.59,12.28,27.4,15.0,31.3,33.75,51.94,51.94,100,,72,5.4,Y,25,38.00,3.9
Kawhi Leonard,SF/PF,TOR,@ NYK,21,114.75,9000,0,19.4,45.8,3.3,1.35,48.53,7.72,9.72,0,30.3,18.8,34.0,0.00,0.00,0.00,100,,79,0,,,,
D'Angelo Russell,PG/SG,BKN,@ PHI,7,112.75,8700,22.1,70.8,38.8,6.9,1.29,46.51,11.95,13.92,10.95,30.8,18.5,30.0,33.00,42.97,42.97,100,,64,4.9,Y,28,29.00,3.3
Andre Drummond,C,DET,vs ORL,19,104.50,8600,27.8,73.1,45.3,1.3,1.36,49.14,10.71,12.94,10.19,22.8,13.4,33.2,34.25,47.20,47.20,100,,71,5.5,Y,38,60.50,7
Nikola Vucevic,C,ORL,@ DET,25,101.50,8500,32.6,71.4,46.6,3.9,1.50,53.81,10.93,11.08,10.17,27.7,16.7,31.1,33.50,49.22,49.22,100,,76,5.8,Y,33,34.50,4.1
Luka Doncic,PG/SG,DAL,@ MIA,2,103.25,8400,25.7,66.3,42.6,5.9,1.32,47.59,10.81,11.60,10.28,30.5,16.4,32.2,34.25,43.09,43.09,100,,73,5.1,Y,31,38.00,4.5
Ben Simmons,PG/SF,PHI,vs BKN,25,119.75,8300,31.7,71.6,43.7,7.8,1.28,45.96,11.10,11.42,11.25,21.8,12.1,34.2,36.50,48.78,48.78,100,,74,5.9,Y,30,33.50,4
Julius Randle,PF/C,NOP,vs SAC,28,114.25,8200,21.5,64.5,38.9,3.1,1.28,45.85,11.47,12.27,9.88,27.4,14.7,30.5,31.00,39.91,39.91,100,,68,4.9,Y,31,52.50,6.4
